12	102	1	-1.1673	-0.1806	-0.1806	-0.9858
12	102	31	-1.3846	-0.3979	-0.3979	-0.9835
12	102	44	-1.33	-0.3433	-0.3433	-0.9867
12	102	50	-1.4839	-0.4972	-0.4972	-0.9867
12	102	75	-1.0607	-0.074	-0.074	-0.9719
12	102	84	-1.0113	-0.0246	-0.0246	-0.9777
12	102	87	-1.2585	-0.2718	-0.2718	-0.9867
12	102	88	-1.4884	-0.5017	-0.5017	-0.9867
12	102	97	-1.5417	-0.555	-0.555	-0.9867
12	103	102	-0.1123	0.5372	0.0878	-0.359
12	103	106	-0.3007	0.3487	-0.1006	-0.305
12	103	107	-0.4668	0.1826	-0.2667	-0.3849
12	103	11	-0.9094	-0.053	-0.4604	-0.6347
12	103	1	-0.3228	0.3266	-0.1227	-0.3858
12	103	24	-0.2993	0.3503	-0.098	-0.3348
12	103	2	-0.339	0.3105	-0.1384	-0.3659
12	103	31	-0.852	-0.0055	-0.4265	-0.6042
12	103	34	-0.3642	0.2853	-0.164	-0.361
12	103	44	-0.4008	0.2488	-0.1992	-0.3612
12	103	50	-0.6625	0.0708	-0.376	-0.4616
12	103	52	-0.2601	0.3893	-0.0599	-0.2915
12	103	53	-0.2471	0.4023	-0.047	-0.2111
12	103	68	-0.2595	0.3899	-0.0593	-0.2709
12	103	69	-0.809	0.008	-0.4201	-0.5707
12	103	72	-0.3521	0.2973	-0.152	-0.3958
12	103	84	-0.8665	0.0339	-0.3152	-0.7131
12	103	88	-0.5631	0.0864	-0.3629	-0.3638
12	103	90	-0.452	0.1975	-0.2519	-0.3627
12	103	92	-0.1673	0.4821	0.0328	-0.1227
12	105	102	-0.2478	0.3904	-0.0613	-0.3317
12	105	106	-0.2924	0.3458	-0.1052	-0.3543
12	105	11	-0.8833	-0.0412	-0.4396	-0.6141
12	105	1	-0.3924	0.2457	-0.2053	-0.3379
12	105	24	-0.3793	0.2616	-0.1846	-0.3734
12	105	2	-0.3382	0.3017	-0.1459	-0.3113
12	105	31	-0.393	0.4276	0.0221	-0.5518
12	105	34	-0.3981	0.24	-0.2097	-0.3792
12	105	44	-0.4617	0.1801	-0.2658	-0.4179
12	105	50	-0.6218	0.0798	-0.3505	-0.4281
12	105	52	-0.3413	0.2969	-0.1529	-0.3404
12	105	53	-0.1762	0.462	0.0114	-0.383
12	105	68	-0.3035	0.3346	-0.1142	-0.3579
12	105	69	-0.7654	0.022	-0.3916	-0.5507
12	105	72	-0.3297	0.3084	-0.1432	-0.3559
12	105	84	-0.844	-0.0039	-0.3006	-0.6989
12	105	88	-0.5212	0.117	-0.3347	-0.3854
12	105	90	-0.4786	0.1596	-0.2921	-0.3905
12	105	92	0.0103	0.6484	0.1967	-0.2345
12	106	102	-0.5422	0.329	-0.0891	-0.6599
12	106	11	-1.3551	-0.5866	-0.5866	-0.877
12	106	1	-1.0342	-0.0181	-0.4169	-0.7568
12	106	24	-0.9339	0.008	-0.2758	-0.8015
12	106	2	-1.2901	-0.5167	-0.523	-0.874
12	106	31	-1.2345	-0.4661	-0.4661	-0.8723
12	106	34	-0.9045	0.079	-0.307	-0.7417
12	106	44	-1.0366	-0.1604	-0.3278	5.3591
12	106	45	-1.7576	-0.9891	-0.9891	-0.8805
12	106	50	-1.3233	-0.5522	-0.5555	-0.8755
12	106	52	-0.8598	0.1236	-0.2624	-0.7359
12	106	53	-0.9799	-0.0949	-0.2735	-0.8044
12	106	68	-0.7978	0.1913	-0.1742	-0.7567
12	106	69	-1.2624	-0.4938	-0.4939	-0.8748
12	106	72	-0.9076	-0.029	-0.428	-0.677
12	106	75	-0.5103	0.2804	-0.1863	5.7206
12	106	84	-1.0891	-0.3207	-0.3207	-0.8584
12	106	87	-1.1534	-0.3849	-0.3849	-0.8805
12	106	88	-0.5802	0.1091	-0.434	-0.457
12	106	90	-0.9498	-0.0298	-0.4465	-0.6904
12	106	92	-0.2161	0.4303	-0.1182	5.8531
12	106	97	-1.5387	-0.7389	-0.7797	-0.8705
12	107	102	-0.7398	0.0744	-0.1151	-0.6914
12	107	105	-1.2734	-0.5077	-0.5492	-0.8484
12	107	106	-0.9669	-0.1094	-0.2843	-0.7508
12	107	11	-1.3128	-0.5449	-0.5887	-0.8492
12	107	1	-0.9769	-0.1194	-0.2943	-0.7484
12	107	24	-1.1214	-0.2394	-0.4257	-0.7781
12	107	2	-1.1688	-0.2753	-0.4127	-0.8295
12	107	31	-1.326	-0.5507	-0.6019	-0.8478
12	107	34	-0.9606	-0.0983	-0.2833	-0.7544
12	107	36	-1.0716	-0.2025	-0.3861	-0.7639
12	107	44	-1.1517	-0.264	-0.4451	-0.7884
12	107	45	-1.6688	-0.9251	-0.9447	-0.8522
12	107	50	-1.3672	-0.4852	-0.6436	-0.8263
12	107	52	-0.893	-0.0307	-0.2157	-0.7526
12	107	53	-1.0202	-0.1496	-0.3155	-0.7757
12	107	68	-0.9615	-0.0923	-0.2759	-0.7631
12	107	69	-1.3114	-0.4895	-0.5872	-0.8431
12	107	72	-0.8973	-0.0731	-0.2644	-0.712
