47	37	0	332	0	90
47	37	0	332	0.3	90
47	37	0	332	1	95
47	37	0	332	3	90
47	37	0	332	10	81
47	37	0	332	30	59
47	37	0	332	100	39
47	37	0	332	300	29
47	37	0.1	332	0	99
47	37	0.1	332	0.3	93
47	37	0.1	332	1	93
47	37	0.1	332	3	84
47	37	0.1	332	10	73
47	37	0.1	332	30	48
47	37	0.1	332	100	33
47	37	0.1	332	300	30
47	37	0.3	332	0	80
47	37	0.3	332	0.3	86
47	37	0.3	332	1	83
47	37	0.3	332	3	75
47	37	0.3	332	10	58
47	37	0.3	332	30	44
47	37	0.3	332	100	31
47	37	0.3	332	300	31
47	37	1	332	0	78
47	37	1	332	0.3	80
47	37	1	332	1	81
47	37	1	332	3	63
47	37	1	332	10	45
47	37	1	332	30	32
47	37	1	332	100	30
47	37	1	332	300	31
47	37	3	332	0	78
47	37	3	332	0.3	79
47	37	3	332	1	68
47	37	3	332	3	56
47	37	3	332	10	40
47	37	3	332	30	32
47	37	3	332	100	27
47	37	3	332	300	27
47	37	10	332	0	76
47	37	10	332	0.3	76
47	37	10	332	1	70
47	37	10	332	3	53
47	37	10	332	10	38
47	37	10	332	30	30
47	37	10	332	100	26
47	37	10	332	300	28
47	37	30	332	0	74
47	37	30	332	0.3	73
47	37	30	332	1	66
47	37	30	332	3	51
47	37	30	332	10	38
47	37	30	332	30	28
47	37	30	332	100	28
47	37	30	332	300	30
47	37	100	332	0	70
47	37	100	332	0.3	71
47	37	100	332	1	67
47	37	100	332	3	48
47	37	100	332	10	40
47	37	100	332	30	31
47	37	100	332	100	27
47	37	100	332	300	27
47	131	0	332	0	96.77426529
47	131	0	332	0.3	94.83037276
47	131	0	332	1	91.66765517
47	131	0	332	3	82.95350079
47	131	0	332	10	76.47682453
47	131	0	332	30	51.90015124
47	131	0	332	100	39.38272886
47	131	0	332	300	35.881943
47	131	0.03	332	0	104.6521455
47	131	0.03	332	0.3	106.4848314
47	131	0.03	332	1	104.1316983
47	131	0.03	332	3	93.2245485
47	131	0.03	332	10	79.17692239
47	131	0.03	332	30	60.09385843
47	131	0.03	332	100	34.55191127
47	131	0.03	332	300	30.48619555
47	131	0.1	332	0	110.648409
47	131	0.1	332	0.3	104.1850775
47	131	0.1	332	1	96.36947303
47	131	0.1	332	3	95.73781916
47	131	0.1	332	10	85.62690905
47	131	0.1	332	30	63.43895495
47	131	0.1	332	100	36.63370007
47	131	0.1	332	300	28.91595742
47	131	0.3	332	0	108.2774829
47	131	0.3	332	0.3	110.8708223
47	131	0.3	332	1	106.9430029
47	131	0.3	332	3	92.37937784
47	131	0.3	332	10	86.60552771
47	131	0.3	332	30	61.63295869
47	131	0.3	332	100	37.9103526
47	131	0.3	332	300	32.55463954
47	131	1	332	0	106.2223837
47	131	1	332	0.3	100.5686368
47	131	1	332	1	95.84457756
47	131	1	332	3	92.4372053
47	131	1	332	10	82.63767385
47	131	1	332	30	60.31627176
47	131	1	332	100	35.63728834
47	131	1	332	300	32.11870941
47	131	3	332	0	101.2803594
47	131	3	332	0.3	99.41653569
47	131	3	332	1	102.1032888
47	131	3	332	3	86.93025118
47	131	3	332	10	73.74114054
47	131	3	332	30	51.74001364
47	131	3	332	100	32.91494914
47	131	3	332	300	30.05026541
47	131	10	332	0	102.2189437
47	131	10	332	0.3	95.7333709
47	131	10	332	1	95.24406156
47	131	10	332	3	81.93484772
47	131	10	332	10	73.95465734
47	131	10	332	30	45.15657899
47	131	10	332	100	33.33308621
47	131	10	332	300	27.98626968
47	131	30	332	0	89.31007384
47	131	30	332	0.3	91.62762077
47	131	30	332	1	84.75504878
47	131	30	332	3	76.02310133
47	131	30	332	10	65.24050295
47	131	30	332	30	44.71620059
47	131	30	332	100	31.88295128
47	131	30	332	300	27.98626968
47	2013	0	332	0	86
47	2013	0	332	0.3	98
47	2013	0	332	1	97
47	2013	0	332	3	85
47	2013	0	332	10	75
47	2013	0	332	30	60
47	2013	0	332	100	39
47	2013	0	332	300	31
47	2013	1	332	0	102
47	2013	1	332	0.3	103
47	2013	1	332	1	98
47	2013	1	332	3	94
47	2013	1	332	10	79
47	2013	1	332	30	64
47	2013	1	332	100	37
47	2013	1	332	300	34
47	2013	3	332	0	106
47	2013	3	332	0.3	112
47	2013	3	332	1	103
47	2013	3	332	3	101
47	2013	3	332	10	82
47	2013	3	332	30	66
47	2013	3	332	100	42
47	2013	3	332	300	31
47	2013	10	332	0	106
47	2013	10	332	0.3	110
47	2013	10	332	1	111
47	2013	10	332	3	99
47	2013	10	332	10	81
47	2013	10	332	30	65
47	2013	10	332	100	38
47	2013	10	332	300	33
47	2013	30	332	0	103
47	2013	30	332	0.3	104
47	2013	30	332	1	107
47	2013	30	332	3	90
47	2013	30	332	10	80
47	2013	30	332	30	63
47	2013	30	332	100	38
47	2013	30	332	300	30
47	2013	100	332	0	104
47	2013	100	332	0.3	108
47	2013	100	332	1	95
47	2013	100	332	3	89
47	2013	100	332	10	79
47	2013	100	332	30	61
47	2013	100	332	100	39
47	2013	100	332	300	30
47	2013	300	332	0	104
47	2013	300	332	0.3	98
47	2013	300	332	1	93
47	2013	300	332	3	92
47	2013	300	332	10	78
47	2013	300	332	30	60
47	2013	300	332	100	38
47	2013	300	332	300	28
47	2013	1000	332	0	87
47	2013	1000	332	0.3	95
47	2013	1000	332	1	86
47	2013	1000	332	3	77
47	2013	1000	332	10	67
47	2013	1000	332	30	44
47	2013	1000	332	100	36
47	2013	1000	332	300	28
47	2009	0	332	0	97.61053943
47	2009	0	332	0.3	101.2714629
47	2009	0	332	1	102.6815634
47	2009	0	332	3	95.4130957
47	2009	0	332	10	91.9301029
47	2009	0	332	30	66.62836215
47	2009	0	332	100	36.95842353
47	2009	0	332	300	33.94694701
47	2009	1	332	0	98.68701996
47	2009	1	332	0.3	106.1467631
47	2009	1	332	1	96.92105809
47	2009	1	332	3	109.8655141
47	2009	1	332	10	88.90083331
47	2009	1	332	30	58.71934403
47	2009	1	332	100	36.33121794
47	2009	1	332	300	32.99056967
47	2009	3	332	0	92.1436197
47	2009	3	332	0.3	102.174461
47	2009	3	332	1	102.5614602
47	2009	3	332	3	93.9318229
47	2009	3	332	10	82.66436345
47	2009	3	332	30	56.65979657
47	2009	3	332	100	39.3382462
47	2009	3	332	300	30.80202248
47	2009	10	332	0	97.95750423
47	2009	10	332	0.3	104.4208357
47	2009	10	332	1	98.37119303
47	2009	10	332	3	91.9567925
47	2009	10	332	10	86.33418345
47	2009	10	332	30	57.8830699
47	2009	10	332	100	35.16577207
47	2009	10	332	300	28.94709528
47	2009	30	332	0	102.1522197
47	2009	30	332	0.3	103.5267341
47	2009	30	332	1	104.6877317
47	2009	30	332	3	97.20574716
47	2009	30	332	10	74.24824293
47	2009	30	332	30	53.60828564
47	2009	30	332	100	32.74146674
47	2009	30	332	300	26.88309955
47	2009	100	332	0	98.41567569
47	2009	100	332	0.3	100.955636
47	2009	100	332	1	101.1691528
47	2009	100	332	3	82.52646719
47	2009	100	332	10	75.3469648
47	2009	100	332	30	44.76957979
47	2009	100	332	100	26.39379022
47	2009	100	332	300	20.44200943
47	2009	300	332	0	80.35126479
47	2009	300	332	0.3	90.75576051
47	2009	300	332	1	83.49618932
47	2009	300	332	3	86.95694078
47	2009	300	332	10	72.5845912
47	2009	300	332	30	39.2314878
47	2009	300	332	100	24.36093236
47	2009	300	332	300	20.58880223
47	2009	1000	332	0	62.22457816
47	2009	1000	332	0.3	58.6837579
47	2009	1000	332	1	58.78161976
47	2009	1000	332	3	48.16360725
47	2009	1000	332	10	51.40639364
47	2009	1000	332	30	25.37958542
47	2009	1000	332	100	22.52379823
47	2009	1000	332	300	20.58880223
47	2008	0	131	0	116.2131906
47	2008	0	131	0.03	111.9873373
47	2008	0	131	0.1	116.1687079
47	2008	0	131	0.3	110.0656861
47	2008	0	131	1	111.5469589
47	2008	0	131	3	105.7152813
47	2008	0	131	10	96.70309303
47	2008	0	131	30	91.68099997
47	2008	1	131	0	111.7916135
47	2008	1	131	0.03	116.4934314
47	2008	1	131	0.1	119.9363898
47	2008	1	131	0.3	114.1225053
47	2008	1	131	1	109.2294119
47	2008	1	131	3	101.8630824
47	2008	1	131	10	98.96281249
47	2008	1	131	30	96.57409329
47	2008	3	131	0	112.3654399
47	2008	3	131	0.03	112.5923015
47	2008	3	131	0.1	112.3565434
47	2008	3	131	0.3	103.242045
47	2008	3	131	1	103.6068029
47	2008	3	131	3	103.242045
47	2008	3	131	10	101.6718069
47	2008	3	131	30	91.9968269
47	2008	10	131	0	102.8950802
47	2008	10	131	0.03	119.0111503
47	2008	10	131	0.1	109.3895495
47	2008	10	131	0.3	105.5551437
47	2008	10	131	1	95.61771596
47	2008	10	131	3	96.44954183
47	2008	10	131	10	97.60164289
47	2008	10	131	30	85.96497731
47	2008	30	131	0	99.91918982
47	2008	30	131	0.03	100.6042229
47	2008	30	131	0.1	98.38898609
47	2008	30	131	0.3	100.1327066
47	2008	30	131	1	91.31179384
47	2008	30	131	3	101.3426352
47	2008	30	131	10	95.92464636
47	2008	30	131	30	85.41339225
47	2008	100	131	0	97.28581596
47	2008	100	131	0.03	98.88274369
47	2008	100	131	0.1	94.74140743
47	2008	100	131	0.3	88.78962664
47	2008	100	131	1	90.04403784
47	2008	100	131	3	93.35354823
47	2008	100	131	10	92.30820557
47	2008	100	131	30	79.44381839
47	2008	300	131	0	85.55128851
47	2008	300	131	0.03	84.57266985
47	2008	300	131	0.1	88.41152398
47	2008	300	131	0.3	87.68645651
47	2008	300	131	1	80.60481599
47	2008	300	131	3	81.91705465
47	2008	300	131	10	79.88419679
47	2008	300	131	30	75.0266896
47	2008	1000	131	0	75.733964
47	2008	1000	131	0.03	82.80225972
47	2008	1000	131	0.1	80.74271226
47	2008	1000	131	0.3	77.37092613
47	2008	1000	131	1	79.33705999
47	2008	1000	131	3	81.89481332
47	2008	1000	131	10	78.54526853
47	2008	1000	131	30	75.0266896
47	128	0	131	0	113.0371282
47	128	0	131	0.03	111.7604757
47	128	0	131	0.1	110.0256517
47	128	0	131	0.3	103.842561
47	128	0	131	1	96.74757569
47	128	0	131	3	96.55630023
47	128	0	131	10	99.43877702
47	128	0	131	30	79.67067999
47	128	1	131	0	117.0939474
47	128	1	131	0.03	110.4126509
47	128	1	131	0.1	114.6162629
47	128	1	131	0.3	111.7471309
47	128	1	131	1	101.8319445
47	128	1	131	3	101.5694968
47	128	1	131	10	94.20316717
47	128	1	131	30	92.3704813
47	128	3	131	0	116.586845
47	128	3	131	0.03	111.5291658
47	128	3	131	0.1	100.2928442
47	128	3	131	0.3	103.9537677
47	128	3	131	1	104.1450431
47	128	3	131	3	95.90240503
47	128	3	131	10	94.5590285
47	128	3	131	30	83.83425758
47	128	10	131	0	107.7570357
47	128	10	131	0.03	106.5204175
47	128	10	131	0.1	109.2205154
47	128	10	131	0.3	105.3238338
47	128	10	131	1	99.78129356
47	128	10	131	3	99.04732956
47	128	10	131	10	101.8986685
47	128	10	131	30	84.95077252
47	128	30	131	0	106.4136591
47	128	30	131	0.03	110.7329261
47	128	30	131	0.1	113.4285757
47	128	30	131	0.3	100.7866018
47	128	30	131	1	100.8800154
47	128	30	131	3	91.9567925
47	128	30	131	10	98.23774503
47	128	30	131	30	87.83769758
47	128	100	131	0	108.4198274
47	128	100	131	0.03	104.0783191
47	128	100	131	0.1	104.6610421
47	128	100	131	0.3	113.1305418
47	128	100	131	1	110.8841671
47	128	100	131	3	108.446517
47	128	100	131	10	96.78316183
47	128	100	131	30	92.3704813
47	128	300	131	0	103.8069749
47	128	300	131	0.03	105.9243498
47	128	300	131	0.1	108.3664482
47	128	300	131	0.3	100.3373269
47	128	300	131	1	101.106877
47	128	300	131	3	103.9137333
47	128	300	131	10	101.9609442
47	128	300	131	30	85.43563358
47	128	1000	131	0	104.176181
47	128	1000	131	0.03	107.1832093
47	128	1000	131	0.1	101.0801874
47	128	1000	131	0.3	105.9421429
47	128	1000	131	1	100.4351888
47	128	1000	131	3	99.25639809
47	128	1000	131	10	96.4806797
47	128	1000	131	30	85.43563358
47	1546	0	131	0	92.49373172
47	1546	0	131	0.03	102.3886634
47	1546	0	131	0.1	91.74153782
47	1546	0	131	0.3	87.92684019
