12	102	1	-1.1236	-0.1369	-0.1369	-0.979
12	102	31	-1.4079	-0.4212	-0.4212	-0.9851
12	102	44	-1.2177	-0.231	-0.231	-0.9755
12	102	50	-1.4177	-0.431	-0.431	-0.9741
12	102	75	-1.0688	-0.0821	-0.0821	-0.9749
12	102	84	-1.0726	-0.0859	-0.0859	-0.9847
12	102	87	-1.1187	-0.132	-0.132	-0.9457
12	102	88	-1.4617	-0.475	-0.475	-0.9863
12	102	97	-1.4616	-0.4749	-0.4749	-0.9789
12	103	102	-0.1369	0.5125	0.0632	-0.2655
12	103	106	-0.3081	0.3413	-0.108	-0.3885
12	103	107	-0.4532	0.1962	-0.2531	-0.3782
12	103	11	-0.8968	-0.0405	-0.4479	-0.6278
12	103	1	-0.3127	0.3367	-0.1126	-0.3335
12	103	24	-0.2496	0.4	-0.0482	-0.3547
12	103	2	-0.3875	0.262	-0.1869	-0.3741
12	103	31	-0.8517	-0.0052	-0.4262	-0.6174
12	103	34	-0.3442	0.3053	-0.144	-0.3749
12	103	44	-0.4047	0.245	-0.203	-0.378
12	103	50	-0.6356	0.0977	-0.3492	-0.4806
12	103	52	-0.2471	0.4024	-0.0469	-0.2545
12	103	53	-0.2353	0.4141	-0.0352	-0.2348
12	103	68	-0.2952	0.3542	-0.095	-0.2648
12	103	69	-0.8051	0.0119	-0.4163	-0.5711
12	103	72	-0.3647	0.2847	-0.1646	-0.3656
12	103	84	-0.8621	0.0383	-0.3108	-0.6848
12	103	88	-0.5607	0.0887	-0.3606	-0.4028
12	103	90	-0.4538	0.1957	-0.2537	-0.3684
12	103	92	-0.1638	0.4857	0.0363	-0.2651
12	105	102	-0.2504	0.3878	-0.0639	-0.3683
12	105	106	-0.2736	0.3646	-0.0864	-0.3092
12	105	11	-0.9038	-0.0618	-0.4601	-0.6199
12	105	1	-0.3491	0.2891	-0.1619	-0.352
12	105	24	-0.3803	0.2606	-0.1856	-0.3097
12	105	2	-0.328	0.3119	-0.1357	-0.3626
12	105	31	-0.3603	0.4603	0.0548	-0.5532
12	105	34	-0.3808	0.2573	-0.1924	-0.4034
12	105	44	-0.4597	0.1822	-0.2638	-0.4148
12	105	50	-0.6303	0.0713	-0.359	-0.4608
12	105	52	-0.3403	0.2979	-0.1519	-0.2522
12	105	53	-0.1491	0.489	0.0384	-0.2764
12	105	68	-0.3155	0.3227	-0.1261	-0.3532
12	105	69	-0.7807	0.0067	-0.4069	-0.5627
12	105	72	-0.3342	0.3039	-0.1477	-0.2922
12	105	84	-0.8474	-0.0073	-0.304	-0.705
12	105	88	-0.5154	0.1227	-0.329	-0.4013
12	105	90	-0.495	0.1431	-0.3086	-0.3895
12	105	92	0.1078	0.7459	0.2943	-0.1979
12	106	102	-0.5579	0.3133	-0.1048	-0.6553
12	106	11	-1.3308	-0.5623	-0.5623	-0.8678
12	106	1	-1.0838	-0.0677	-0.4665	-0.7547
12	106	24	-0.9797	-0.0378	-0.3217	-0.8015
12	106	2	-1.2921	-0.5187	-0.5251	-0.8746
12	106	31	-1.2254	-0.4569	-0.4569	-0.8598
12	106	34	-0.8876	0.0959	-0.2901	-0.7376
12	106	44	-1.0255	-0.1493	-0.3167	11.5468
12	106	45	-1.7574	-0.989	-0.989	-0.8805
12	106	50	-1.334	-0.5628	-0.5661	-0.8787
12	106	52	-0.8414	0.142	-0.244	-0.733
12	106	53	-0.9485	-0.0635	-0.2421	-0.8281
12	106	68	-0.8375	0.1516	-0.2139	-0.7322
12	106	69	-1.2535	-0.4849	-0.485	-0.8707
12	106	72	-0.8613	0.0173	-0.3817	-0.6432
12	106	75	-0.5701	0.2206	-0.2461	-0.5385
12	106	84	-1.1441	-0.3757	-0.3757	-0.859
12	106	87	-1.1565	-0.3881	-0.3881	-0.8633
12	106	88	-0.5872	0.1021	-0.441	5.8071
12	106	90	-0.9547	-0.0347	-0.4514	-0.6784
12	106	92	-0.304	0.3423	-0.2061	-0.41
12	106	97	-1.5077	-0.708	-0.7488	-0.8619
12	107	102	-0.6977	0.1164	-0.0731	-0.6774
12	107	105	-1.2738	-0.5081	-0.5497	-0.8495
12	107	106	-0.9664	-0.1089	-0.2838	-0.7481
12	107	11	-1.323	-0.555	-0.5988	-0.8478
12	107	1	-0.9631	-0.1056	-0.2805	-0.7536
12	107	24	-1.1533	-0.2713	-0.4576	-0.7781
12	107	2	-1.1758	-0.2823	-0.4198	4.4801
12	107	31	-1.3199	-0.5445	-0.5958	-0.8474
12	107	34	-0.965	-0.1027	-0.2877	-0.755
12	107	36	-1.0644	-0.1952	-0.3788	-0.7639
12	107	44	-1.1403	-0.2525	-0.4336	-0.7882
12	107	45	-1.6643	-0.9206	-0.9402	-0.8522
12	107	50	-1.3358	-0.4538	-0.6122	-0.8263
